sign_id,ratio,k,n_injected,injected_idx,injected_frames,n_detected,detected_idx,detected_frames,detect_precision,detect_recall,err_m,fallback
265,0.0,11,0,,,0,,,1.0,1.0,0.686,0
266,0.0,7,0,,,0,,,1.0,1.0,1.448,0
267,0.0,13,0,,,6,0|1|9|10|11|12,2011_10_03_drive_0034_0000001987|2011_10_03_drive_0034_0000001988|2011_10_03_drive_0034_0000001996|2011_10_03_drive_0034_0000001997|2011_10_03_drive_0034_0000001998|2011_10_03_drive_0034_0000001999,0.0,1.0,1.508,0
268,0.0,12,0,,,1,0,2011_10_03_drive_0034_0000003287,0.0,1.0,0.748,0
269,0.0,13,0,,,0,,,1.0,1.0,0.689,0
270,0.0,9,0,,,0,,,1.0,1.0,1.447,0
271,0.0,10,0,,,0,,,1.0,1.0,3.467,0
272,0.0,10,0,,,0,,,1.0,1.0,0.728,0
274,0.0,17,0,,,0,,,1.0,1.0,1.539,0
2,0.0,8,0,,,0,,,1.0,1.0,0.855,0
5,0.0,13,0,,,1,0,2011_09_26_drive_0009_0000000356,0.0,1.0,0.656,0
6,0.0,13,0,,,5,0|1|2|5|12,2011_09_26_drive_0009_0000000356|2011_09_26_drive_0009_0000000358|2011_09_26_drive_0009_0000000360|2011_09_26_drive_0009_0000000366|2011_09_26_drive_0009_0000000378,0.0,1.0,1.938,0
11,0.0,7,0,,,0,,,1.0,1.0,0.704,0
14,0.0,7,0,,,6,0|1|2|4|5|6,2011_09_26_drive_0014_0000000301|2011_09_26_drive_0014_0000000302|2011_09_26_drive_0014_0000000304|2011_09_26_drive_0014_0000000308|2011_09_26_drive_0014_0000000310|2011_09_26_drive_0014_0000000312,0.0,1.0,1.609,0
19,0.0,15,0,,,1,3,2011_09_26_drive_0019_0000000177,0.0,1.0,0.525,0
20,0.0,10,0,,,6,0|1|6|7|8|9,2011_09_26_drive_0027_0000000019|2011_09_26_drive_0027_0000000021|2011_09_26_drive_0027_0000000030|2011_09_26_drive_0027_0000000032|2011_09_26_drive_0027_0000000034|2011_09_26_drive_0027_0000000036,0.0,1.0,2.273,0
23,0.0,7,0,,,0,,,1.0,1.0,0.575,0
32,0.0,9,0,,,1,0,2011_09_26_drive_0032_0000000298,0.0,1.0,0.777,0
33,0.0,11,0,,,0,,,1.0,1.0,0.571,0
35,0.0,9,0,,,0,,,1.0,1.0,3.399,0
38,0.0,12,0,,,4,0|3|6|9,2011_09_26_drive_0039_0000000366|2011_09_26_drive_0039_0000000369|2011_09_26_drive_0039_0000000372|2011_09_26_drive_0039_0000000375,0.0,1.0,1.152,0
44,0.0,8,0,,,0,,,1.0,1.0,0.552,0
53,0.0,9,0,,,0,,,1.0,1.0,1.919,0
56,0.0,12,0,,,0,,,1.0,1.0,0.688,0
59,0.0,8,0,,,0,,,1.0,1.0,1.25,0
77,0.0,10,0,,,2,0|4,2011_09_26_drive_0096_0000000250|2011_09_26_drive_0096_0000000254,0.0,1.0,1.58,0
78,0.0,11,0,,,0,,,1.0,1.0,0.481,0
79,0.0,11,0,,,4,0|1|2|10,2011_09_26_drive_0096_0000000432|2011_09_26_drive_0096_0000000434|2011_09_26_drive_0096_0000000436|2011_09_26_drive_0096_0000000452,0.0,1.0,2.254,0
83,0.0,8,0,,,3,0|1|2,2011_09_26_drive_0101_0000000650|2011_09_26_drive_0101_0000000651|2011_09_26_drive_0101_0000000652,0.0,1.0,0.892,0
86,0.0,9,0,,,2,0|8,2011_09_26_drive_0104_0000000005|2011_09_26_drive_0104_0000000013,0.0,1.0,0.333,0
92,0.0,14,0,,,0,,,1.0,1.0,4.003,0
95,0.0,9,0,,,0,,,1.0,1.0,0.8,0
101,0.0,9,0,,,0,,,1.0,1.0,2.273,0
104,0.0,12,0,,,1,0,2011_09_29_drive_0004_0000000067,0.0,1.0,0.789,0
107,0.0,10,0,,,0,,,1.0,1.0,0.283,0
110,0.0,17,0,,,0,,,1.0,1.0,1.76,0
113,0.0,22,0,,,2,1|7,2011_09_30_drive_0018_0000002477|2011_09_30_drive_0018_0000002483,0.0,1.0,0.657,0
116,0.0,14,0,,,7,0|1|2|3|6|12|13,2011_09_30_drive_0020_0000000014|2011_09_30_drive_0020_0000000015|2011_09_30_drive_0020_0000000016|2011_09_30_drive_0020_0000000017|2011_09_30_drive_0020_0000000020|2011_09_30_drive_0020_0000000026|2011_09_30_drive_0020_0000000027,0.0,1.0,1.687,0
123,0.0,8,0,,,4,0|1|3|5,2011_09_30_drive_0027_0000000537|2011_09_30_drive_0027_0000000538|2011_09_30_drive_0027_0000000540|2011_09_30_drive_0027_0000000542,0.0,1.0,4.511,0
128,0.0,13,0,,,0,,,1.0,1.0,6.571,0
129,0.0,7,0,,,1,0,2011_09_30_drive_0027_0000000876,0.0,1.0,4.578,0
131,0.0,13,0,,,5,0|2|3|4|7,2011_09_30_drive_0027_0000001026|2011_09_30_drive_0027_0000001028|2011_09_30_drive_0027_0000001029|2011_09_30_drive_0027_0000001030|2011_09_30_drive_0027_0000001033,0.0,1.0,1.575,0
134,0.0,8,0,,,3,0|1|7,2011_09_30_drive_0028_0000001081|2011_09_30_drive_0028_0000001082|2011_09_30_drive_0028_0000001094,0.0,1.0,0.886,0
135,0.0,8,0,,,1,7,2011_09_30_drive_0028_0000001094,0.0,1.0,0.901,0
152,0.0,8,0,,,0,,,1.0,1.0,1.017,0
179,0.0,10,0,,,2,0|1,2011_09_30_drive_0033_0000001058|2011_09_30_drive_0033_0000001059,0.0,1.0,1.874,0
180,0.0,14,0,,,5,0|1|4|5|8,2011_09_30_drive_0033_0000001066|2011_09_30_drive_0033_0000001067|2011_09_30_drive_0033_0000001070|2011_09_30_drive_0033_0000001072|2011_09_30_drive_0033_0000001078,0.0,1.0,12.209,0
181,0.0,12,0,,,0,,,1.0,1.0,0.746,0
182,0.0,12,0,,,0,,,1.0,1.0,0.353,0
203,0.0,8,0,,,0,,,1.0,1.0,1.146,0
212,0.0,16,0,,,7,1|5|6|11|12|13|14,2011_10_03_drive_0027_0000000924|2011_10_03_drive_0027_0000000928|2011_10_03_drive_0027_0000000929|2011_10_03_drive_0027_0000000934|2011_10_03_drive_0027_0000000935|2011_10_03_drive_0027_0000000936|2011_10_03_drive_0027_0000000937,0.0,1.0,1.538,0
227,0.0,10,0,,,2,1|2,2011_10_03_drive_0027_0000001705|2011_10_03_drive_0027_0000001706,0.0,1.0,0.87,0
228,0.0,10,0,,,1,0,2011_10_03_drive_0027_0000001704,0.0,1.0,1.739,0
230,0.0,14,0,,,5,0|1|2|3|13,2011_10_03_drive_0027_0000002303|2011_10_03_drive_0027_0000002310|2011_10_03_drive_0027_0000002312|2011_10_03_drive_0027_0000002314|2011_10_03_drive_0027_0000002325,0.0,1.0,0.79,0
231,0.0,19,0,,,3,1|2|12,2011_10_03_drive_0027_0000002323|2011_10_03_drive_0027_0000002324|2011_10_03_drive_0027_0000002340,0.0,1.0,1.089,0
234,0.0,10,0,,,0,,,1.0,1.0,1.235,0
239,0.0,9,0,,,1,8,2011_10_03_drive_0027_0000003368,0.0,1.0,2.647,0
0,0.1,27,3,13|16|21,2011_09_26_drive_0005_0000000034|2011_09_26_drive_0005_0000000040|2011_09_26_drive_0005_0000000049,5,0|12|13|16|21,2011_09_26_drive_0005_0000000008|2011_09_26_drive_0005_0000000032|2011_09_26_drive_0005_0000000034|2011_09_26_drive_0005_0000000040|2011_09_26_drive_0005_0000000049,0.6,1.0,1.126,0
1,0.1,9,1,0,2011_09_26_drive_0005_0000000044,3,0|1|2,2011_09_26_drive_0005_0000000044|2011_09_26_drive_0005_0000000046|2011_09_26_drive_0005_0000000048,0.333,1.0,2.448,0
3,0.1,16,2,11|14,2011_09_26_drive_0009_0000000147|2011_09_26_drive_0009_0000000153,13,0|1|2|3|4|5|8|9|11|12|13|14|15,2011_09_26_drive_0009_0000000125|2011_09_26_drive_0009_0000000127|2011_09_26_drive_0009_0000000129|2011_09_26_drive_0009_0000000131|2011_09_26_drive_0009_0000000133|2011_09_26_drive_0009_0000000135|2011_09_26_drive_0009_0000000141|2011_09_26_drive_0009_0000000143|2011_09_26_drive_0009_0000000147|2011_09_26_drive_0009_0000000149|2011_09_26_drive_0009_0000000151|2011_09_26_drive_0009_0000000153|2011_09_26_drive_0009_0000000155,0.154,1.0,3.54,0
4,0.1,16,2,8|10,2011_09_26_drive_0009_0000000256|2011_09_26_drive_0009_0000000258,4,2|8|10|15,2011_09_26_drive_0009_0000000247|2011_09_26_drive_0009_0000000256|2011_09_26_drive_0009_0000000258|2011_09_26_drive_0009_0000000263,0.5,1.0,1.081,0
7,0.1,10,1,7,2011_09_26_drive_0011_0000000060,1,7,2011_09_26_drive_0011_0000000060,1.0,1.0,1.096,0
10,0.1,13,1,9,2011_09_26_drive_0014_0000000062,1,9,2011_09_26_drive_0014_0000000062,1.0,1.0,0.64,0
12,0.1,7,1,0,2011_09_26_drive_0014_0000000158,1,0,2011_09_26_drive_0014_0000000158,1.0,1.0,0.842,0
13,0.1,11,1,5,2011_09_26_drive_0014_0000000264,2,0|5,2011_09_26_drive_0014_0000000259|2011_09_26_drive_0014_0000000264,0.5,1.0,0.534,0
15,0.1,14,1,5,2011_09_26_drive_0015_0000000242,2,2|5,2011_09_26_drive_0015_0000000239|2011_09_26_drive_0015_0000000242,0.5,1.0,0.687,0
17,0.1,11,1,0,2011_09_26_drive_0018_0000000197,1,0,2011_09_26_drive_0018_0000000197,1.0,1.0,1.005,0
18,0.1,17,2,8|11,2011_09_26_drive_0018_0000000213|2011_09_26_drive_0018_0000000216,6,0|4|5|8|11|14,2011_09_26_drive_0018_0000000205|2011_09_26_drive_0018_0000000209|2011_09_26_drive_0018_0000000210|2011_09_26_drive_0018_0000000213|2011_09_26_drive_0018_0000000216|2011_09_26_drive_0018_0000000219,0.333,1.0,3.461,0
21,0.1,11,1,6,2011_09_26_drive_0028_0000000188,4,0|1|6|10,2011_09_26_drive_0028_0000000182|2011_09_26_drive_0028_0000000183|2011_09_26_drive_0028_0000000188|2011_09_26_drive_0028_0000000192,0.25,1.0,3.493,0
24,0.1,8,1,3,2011_09_26_drive_0028_0000000403,1,3,2011_09_26_drive_0028_0000000403,1.0,1.0,0.612,0
25,0.1,10,1,6,2011_09_26_drive_0029_0000000176,4,3|4|5|6,2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000172|2011_09_26_drive_0029_0000000174|2011_09_26_drive_0029_0000000176,0.25,1.0,1.478,0
26,0.1,10,1,7,2011_09_26_drive_0029_0000000179,3,3|7|9,2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000179|2011_09_26_drive_0029_0000000183,0.333,1.0,4.163,0
27,0.1,10,1,3,2011_09_26_drive_0029_0000000170,5,1|3|7|8|9,2011_09_26_drive_0029_0000000166|2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000179|2011_09_26_drive_0029_0000000181|2011_09_26_drive_0029_0000000183,0.2,1.0,4.715,0
28,0.1,8,1,6,2011_09_26_drive_0032_0000000224,2,0|6,2011_09_26_drive_0032_0000000213|2011_09_26_drive_0032_0000000224,0.5,1.0,0.819,0
29,0.1,13,1,6,2011_09_26_drive_0032_0000000234,4,0|6|11|12,2011_09_26_drive_0032_0000000222|2011_09_26_drive_0032_0000000234|2011_09_26_drive_0032_0000000244|2011_09_26_drive_0032_0000000246,0.25,1.0,1.357,0
30,0.1,11,1,7,2011_09_26_drive_0032_0000000268,2,2|7,2011_09_26_drive_0032_0000000262|2011_09_26_drive_0032_0000000268,0.5,1.0,0.705,0
34,0.1,14,1,12,2011_09_26_drive_0036_0000000026,6,0|1|10|11|12|13,2011_09_26_drive_0036_0000000014|2011_09_26_drive_0036_0000000015|2011_09_26_drive_0036_0000000024|2011_09_26_drive_0036_0000000025|2011_09_26_drive_0036_0000000026|2011_09_26_drive_0036_0000000027,0.167,1.0,0.707,0
36,0.1,18,2,10|11,2011_09_26_drive_0036_0000000280|2011_09_26_drive_0036_0000000281,2,10|11,2011_09_26_drive_0036_0000000280|2011_09_26_drive_0036_0000000281,1.0,1.0,4.097,0
37,0.1,18,2,5|13,2011_09_26_drive_0036_0000000275|2011_09_26_drive_0036_0000000283,9,0|1|2|5|8|9|12|13|17,2011_09_26_drive_0036_0000000270|2011_09_26_drive_0036_0000000271|2011_09_26_drive_0036_0000000272|2011_09_26_drive_0036_0000000275|2011_09_26_drive_0036_0000000278|2011_09_26_drive_0036_0000000279|2011_09_26_drive_0036_0000000282|2011_09_26_drive_0036_0000000283|2011_09_26_drive_0036_0000000288,0.222,1.0,3.796,0
39,0.1,26,3,1|15|17,2011_09_26_drive_0046_0000000046|2011_09_26_drive_0046_0000000060|2011_09_26_drive_0046_0000000062,11,1|4|7|8|15|17|19|21|23|24|25,2011_09_26_drive_0046_0000000046|2011_09_26_drive_0046_0000000049|2011_09_26_drive_0046_0000000052|2011_09_26_drive_0046_0000000053|2011_09_26_drive_0046_0000000060|2011_09_26_drive_0046_0000000062|2011_09_26_drive_0046_0000000064|2011_09_26_drive_0046_0000000067|2011_09_26_drive_0046_0000000071|2011_09_26_drive_0046_0000000073|2011_09_26_drive_0046_0000000075,0.273,1.0,1.955,0
40,0.1,7,1,5,2011_09_26_drive_0051_0000000124,1,5,2011_09_26_drive_0051_0000000124,1.0,1.0,0.258,0
42,0.1,12,1,8,2011_09_26_drive_0051_0000000157,2,0|8,2011_09_26_drive_0051_0000000141|2011_09_26_drive_0051_0000000157,0.5,1.0,1.579,0
43,0.1,9,1,3,2011_09_26_drive_0056_0000000013,1,3,2011_09_26_drive_0056_0000000013,1.0,1.0,1.453,0
45,0.1,13,1,11,2011_09_26_drive_0057_0000000340,1,11,2011_09_26_drive_0057_0000000340,1.0,1.0,0.263,0
46,0.1,15,2,11|14,2011_09_26_drive_0059_0000000026|2011_09_26_drive_0059_0000000032,2,11|14,2011_09_26_drive_0059_0000000026|2011_09_26_drive_0059_0000000032,1.0,1.0,0.544,0
47,0.1,19,2,1|17,2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000038,9,1|2|3|4|5|6|13|15|17,2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000009|2011_09_26_drive_0059_0000000011|2011_09_26_drive_0059_0000000013|2011_09_26_drive_0059_0000000015|2011_09_26_drive_0059_0000000016|2011_09_26_drive_0059_0000000030|2011_09_26_drive_0059_0000000034|2011_09_26_drive_0059_0000000038,0.222,1.0,0.124,0
48,0.1,19,2,10|16,2011_09_26_drive_0059_0000000024|2011_09_26_drive_0059_0000000036,11,0|1|2|3|5|10|14|15|16|17|18,2011_09_26_drive_0059_0000000006|2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000009|2011_09_26_drive_0059_0000000011|2011_09_26_drive_0059_0000000015|2011_09_26_drive_0059_0000000024|2011_09_26_drive_0059_0000000032|2011_09_26_drive_0059_0000000034|2011_09_26_drive_0059_0000000036|2011_09_26_drive_0059_0000000038|2011_09_26_drive_0059_0000000040,0.182,1.0,1.554,0
49,0.1,13,1,8,2011_09_26_drive_0059_0000000070,6,3|7|8|10|11|12,2011_09_26_drive_0059_0000000060|2011_09_26_drive_0059_0000000068|2011_09_26_drive_0059_0000000070|2011_09_26_drive_0059_0000000074|2011_09_26_drive_0059_0000000076|2011_09_26_drive_0059_0000000078,0.167,1.0,0.75,0
50,0.1,13,1,1,2011_09_26_drive_0059_0000000056,1,1,2011_09_26_drive_0059_0000000056,1.0,1.0,0.818,0
51,0.1,13,1,5,2011_09_26_drive_0059_0000000064,1,5,2011_09_26_drive_0059_0000000064,1.0,1.0,1.491,0
52,0.1,11,1,4,2011_09_26_drive_0059_0000000352,1,4,2011_09_26_drive_0059_0000000352,1.0,1.0,3.311,0
54,0.1,13,1,0,2011_09_26_drive_0061_0000000168,1,0,2011_09_26_drive_0061_0000000168,1.0,1.0,0.276,0
58,0.1,33,3,11|13|32,2011_09_26_drive_0064_0000000405|2011_09_26_drive_0064_0000000407|2011_09_26_drive_0064_0000000426,8,1|2|4|10|11|13|22|32,2011_09_26_drive_0064_0000000395|2011_09_26_drive_0064_0000000396|2011_09_26_drive_0064_0000000398|2011_09_26_drive_0064_0000000404|2011_09_26_drive_0064_0000000405|2011_09_26_drive_0064_0000000407|2011_09_26_drive_0064_0000000416|2011_09_26_drive_0064_0000000426,0.375,1.0,3.849,0
63,0.1,7,1,2,2011_09_26_drive_0070_0000000353,4,0|2|4|6,2011_09_26_drive_0070_0000000351|2011_09_26_drive_0070_0000000353|2011_09_26_drive_0070_0000000355|2011_09_26_drive_0070_0000000357,0.25,1.0,2.995,0
64,0.1,10,1,5,2011_09_26_drive_0084_0000000138,1,5,2011_09_26_drive_0084_0000000138,1.0,1.0,6.56,0
67,0.1,18,2,4|13,2011_09_26_drive_0091_0000000123|2011_09_26_drive_0091_0000000132,3,4|13|17,2011_09_26_drive_0091_0000000123|2011_09_26_drive_0091_0000000132|2011_09_26_drive_0091_0000000136,0.667,1.0,0.486,0
68,0.1,16,2,2|10,2011_09_26_drive_0091_0000000135|2011_09_26_drive_0091_0000000150,3,2|7|10,2011_09_26_drive_0091_0000000135|2011_09_26_drive_0091_0000000144|2011_09_26_drive_0091_0000000150,0.667,1.0,6.175,0
69,0.1,10,1,8,2011_09_26_drive_0091_0000000338,2,1|8,2011_09_26_drive_0091_0000000324|2011_09_26_drive_0091_0000000338,0.5,1.0,0.714,0
70,0.1,11,1,0,2011_09_26_drive_0093_0000000133,8,0|1|2|3|7|8|9|10,2011_09_26_drive_0093_0000000133|2011_09_26_drive_0093_0000000134|2011_09_26_drive_0093_0000000135|2011_09_26_drive_0093_0000000136|2011_09_26_drive_0093_0000000140|2011_09_26_drive_0093_0000000141|2011_09_26_drive_0093_0000000142|2011_09_26_drive_0093_0000000143,0.125,1.0,3.454,0
71,0.1,12,1,9,2011_09_26_drive_0093_0000000142,8,0|1|2|3|8|9|10|11,2011_09_26_drive_0093_0000000133|2011_09_26_drive_0093_0000000134|2011_09_26_drive_0093_0000000135|2011_09_26_drive_0093_0000000136|2011_09_26_drive_0093_0000000141|2011_09_26_drive_0093_0000000142|2011_09_26_drive_0093_0000000143|2011_09_26_drive_0093_0000000144,0.125,1.0,1.452,0
72,0.1,26,3,12|22|25,2011_09_26_drive_0093_0000000368|2011_09_26_drive_0093_0000000378|2011_09_26_drive_0093_0000000381,25,0|1|2|3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|19|20|21|22|23|24|25,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000357|2011_09_26_drive_0093_0000000358|2011_09_26_drive_0093_0000000359|2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000364|2011_09_26_drive_0093_0000000365|2011_09_26_drive_0093_0000000366|2011_09_26_drive_0093_0000000368|2011_09_26_drive_0093_0000000369|2011_09_26_drive_0093_0000000370|2011_09_26_drive_0093_0000000371|2011_09_26_drive_0093_0000000372|2011_09_26_drive_0093_0000000373|2011_09_26_drive_0093_0000000374|2011_09_26_drive_0093_0000000375|2011_09_26_drive_0093_0000000376|2011_09_26_drive_0093_0000000377|2011_09_26_drive_0093_0000000378|2011_09_26_drive_0093_0000000379|2011_09_26_drive_0093_0000000380|2011_09_26_drive_0093_0000000381,0.12,1.0,14.305,0
73,0.1,17,2,13|14,2011_09_26_drive_0093_0000000369|2011_09_26_drive_0093_0000000370,16,0|1|2|3|4|5|6|8|9|10|11|12|13|14|15|16,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000357|2011_09_26_drive_0093_0000000358|2011_09_26_drive_0093_0000000359|2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000364|2011_09_26_drive_0093_0000000365|2011_09_26_drive_0093_0000000366|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000368|2011_09_26_drive_0093_0000000369|2011_09_26_drive_0093_0000000370|2011_09_26_drive_0093_0000000371|2011_09_26_drive_0093_0000000372,0.125,1.0,11.672,0
75,0.1,19,2,12|16,2011_09_26_drive_0093_0000000368|2011_09_26_drive_0093_0000000372,18,0|1|2|3|4|5|6|7|8|10|11|12|13|14|15|16|17|18,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000357|2011_09_26_drive_0093_0000000358|2011_09_26_drive_0093_0000000359|2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000364|2011_09_26_drive_0093_0000000366|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000368|2011_09_26_drive_0093_0000000369|2011_09_26_drive_0093_0000000370|2011_09_26_drive_0093_0000000371|2011_09_26_drive_0093_0000000372|2011_09_26_drive_0093_0000000373|2011_09_26_drive_0093_0000000374,0.111,1.0,11.538,0
76,0.1,19,2,13|14,2011_09_26_drive_0093_0000000373|2011_09_26_drive_0093_0000000374,18,0|1|2|3|4|5|6|7|8|10|11|12|13|14|15|16|17|18,2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000364|2011_09_26_drive_0093_0000000365|2011_09_26_drive_0093_0000000366|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000368|2011_09_26_drive_0093_0000000370|2011_09_26_drive_0093_0000000371|2011_09_26_drive_0093_0000000372|2011_09_26_drive_0093_0000000373|2011_09_26_drive_0093_0000000374|2011_09_26_drive_0093_0000000375|2011_09_26_drive_0093_0000000376|2011_09_26_drive_0093_0000000377|2011_09_26_drive_0093_0000000378,0.111,1.0,11.466,0
81,0.1,7,1,4,2011_09_26_drive_0101_0000000430,4,0|4|5|6,2011_09_26_drive_0101_0000000426|2011_09_26_drive_0101_0000000430|2011_09_26_drive_0101_0000000431|2011_09_26_drive_0101_0000000432,0.25,1.0,0.96,0
84,0.1,8,1,0,2011_09_26_drive_0101_0000000744,5,0|3|4|6|7,2011_09_26_drive_0101_0000000744|2011_09_26_drive_0101_0000000747|2011_09_26_drive_0101_0000000748|2011_09_26_drive_0101_0000000750|2011_09_26_drive_0101_0000000751,0.2,1.0,2.812,0
87,0.1,19,2,13|17,2011_09_26_drive_0104_0000000029|2011_09_26_drive_0104_0000000033,8,0|1|4|9|13|16|17|18,2011_09_26_drive_0104_0000000016|2011_09_26_drive_0104_0000000017|2011_09_26_drive_0104_0000000020|2011_09_26_drive_0104_0000000025|2011_09_26_drive_0104_0000000029|2011_09_26_drive_0104_0000000032|2011_09_26_drive_0104_0000000033|2011_09_26_drive_0104_0000000034,0.25,1.0,0.736,0
88,0.1,19,2,1|11,2011_09_26_drive_0104_0000000017|2011_09_26_drive_0104_0000000027,5,1|5|6|11|18,2011_09_26_drive_0104_0000000017|2011_09_26_drive_0104_0000000021|2011_09_26_drive_0104_0000000022|2011_09_26_drive_0104_0000000027|2011_09_26_drive_0104_0000000034,0.4,1.0,0.72,0
89,0.1,12,1,4,2011_09_26_drive_0104_0000000020,3,0|4|11,2011_09_26_drive_0104_0000000016|2011_09_26_drive_0104_0000000020|2011_09_26_drive_0104_0000000027,0.333,1.0,13.758,0
90,0.1,19,2,4|13,2011_09_26_drive_0104_0000000039|2011_09_26_drive_0104_0000000049,6,2|4|8|13|16|18,2011_09_26_drive_0104_0000000037|2011_09_26_drive_0104_0000000039|2011_09_26_drive_0104_0000000043|2011_09_26_drive_0104_0000000049|2011_09_26_drive_0104_0000000052|2011_09_26_drive_0104_0000000054,0.333,1.0,0.71,0
91,0.1,16,2,2|3,2011_09_26_drive_0104_0000000059|2011_09_26_drive_0104_0000000060,4,0|2|3|5,2011_09_26_drive_0104_0000000057|2011_09_26_drive_0104_0000000059|2011_09_26_drive_0104_0000000060|2011_09_26_drive_0104_0000000062,0.5,1.0,0.13,0
93,0.1,14,1,12,2011_09_26_drive_0104_0000000208,1,12,2011_09_26_drive_0104_0000000208,1.0,1.0,0.523,0
94,0.1,8,1,4,2011_09_26_drive_0104_0000000223,1,4,2011_09_26_drive_0104_0000000223,1.0,1.0,0.134,0
96,0.1,7,1,3,2011_09_26_drive_0104_0000000304,1,3,2011_09_26_drive_0104_0000000304,1.0,1.0,1.023,0
97,0.1,13,1,3,2011_09_26_drive_0106_0000000207,8,1|3|4|7|9|10|11|12,2011_09_26_drive_0106_0000000205|2011_09_26_drive_0106_0000000207|2011_09_26_drive_0106_0000000208|2011_09_26_drive_0106_0000000211|2011_09_26_drive_0106_0000000213|2011_09_26_drive_0106_0000000214|2011_09_26_drive_0106_0000000215|2011_09_26_drive_0106_0000000216,0.125,1.0,2.8,0
98,0.1,18,2,11|14,2011_09_26_drive_0106_0000000215|2011_09_26_drive_0106_0000000219,3,1|11|14,2011_09_26_drive_0106_0000000205|2011_09_26_drive_0106_0000000215|2011_09_26_drive_0106_0000000219,0.667,1.0,0.781,0
99,0.1,10,1,9,2011_09_26_drive_0106_0000000225,8,0|1|2|3|4|5|6|9,2011_09_26_drive_0106_0000000212|2011_09_26_drive_0106_0000000213|2011_09_26_drive_0106_0000000214|2011_09_26_drive_0106_0000000215|2011_09_26_drive_0106_0000000216|2011_09_26_drive_0106_0000000217|2011_09_26_drive_0106_0000000219|2011_09_26_drive_0106_0000000225,0.125,1.0,5.087,0
102,0.1,11,1,0,2011_09_28_drive_0002_0000000033,1,0,2011_09_28_drive_0002_0000000033,1.0,1.0,0.43,0
103,0.1,14,1,11,2011_09_28_drive_0002_0000000070,2,2|11,2011_09_28_drive_0002_0000000061|2011_09_28_drive_0002_0000000070,0.5,1.0,12.023,0
105,0.1,8,1,0,2011_09_29_drive_0026_0000000002,1,0,2011_09_29_drive_0026_0000000002,1.0,1.0,0.576,0
106,0.1,8,1,7,2011_09_29_drive_0071_0000000173,2,5|7,2011_09_29_drive_0071_0000000169|2011_09_29_drive_0071_0000000173,0.5,1.0,1.154,0
108,0.1,17,2,7|12,2011_09_30_drive_0018_0000000084|2011_09_30_drive_0018_0000000089,3,5|7|12,2011_09_30_drive_0018_0000000082|2011_09_30_drive_0018_0000000084|2011_09_30_drive_0018_0000000089,0.667,1.0,0.697,0
109,0.1,21,2,2|16,2011_09_30_drive_0018_0000000742|2011_09_30_drive_0018_0000000756,4,0|1|2|16,2011_09_30_drive_0018_0000000740|2011_09_30_drive_0018_0000000741|2011_09_30_drive_0018_0000000742|2011_09_30_drive_0018_0000000756,0.5,1.0,1.04,0
111,0.1,21,2,14|19,2011_09_30_drive_0018_0000001498|2011_09_30_drive_0018_0000001503,4,3|9|14|19,2011_09_30_drive_0018_0000001487|2011_09_30_drive_0018_0000001493|2011_09_30_drive_0018_0000001498|2011_09_30_drive_0018_0000001503,0.5,1.0,1.098,0
112,0.1,21,2,8|18,2011_09_30_drive_0018_0000002268|2011_09_30_drive_0018_0000002278,13,0|1|2|3|4|6|7|8|10|12|18|19|20,2011_09_30_drive_0018_0000002260|2011_09_30_drive_0018_0000002261|2011_09_30_drive_0018_0000002262|2011_09_30_drive_0018_0000002263|2011_09_30_drive_0018_0000002264|2011_09_30_drive_0018_0000002266|2011_09_30_drive_0018_0000002267|2011_09_30_drive_0018_0000002268|2011_09_30_drive_0018_0000002270|2011_09_30_drive_0018_0000002272|2011_09_30_drive_0018_0000002278|2011_09_30_drive_0018_0000002279|2011_09_30_drive_0018_0000002280,0.154,1.0,3.185,0
114,0.1,9,1,2,2011_09_30_drive_0018_0000002605,1,2,2011_09_30_drive_0018_0000002605,1.0,1.0,1.834,0
